address,person,wiki,year,person_year,PAON,Street,Postcode
"78 MARLBOROUGH MANSIONS, CANNON HILL, WEST HAMPSTEAD NW6 1JT",Sir Adrian Boult C. H.,https://en.wikipedia.org/wiki/Adrian_Boult,01/01/1998,Sir Adrian Boult C. H._1998,78,,NW6 1JT
"78 DENMAN ROAD, PECKHAM SE15 5NR",Sir Alan Cobham,https://en.wikipedia.org/wiki/Alan_Cobham,01/01/2003,Sir Alan Cobham_2003,78, DENMAN ROAD,SE15 5NR
"79 QUEEN'S GATE, KNIGHTSBRIDGE SW7 5JU",Dennis Gabor,https://en.wikipedia.org/wiki/Dennis_Gabor,01/01/2006,Dennis Gabor_2006,79,S GATE,SW7 5JU
"79 ELGIN CRESCENT, NOTTING HILL W11 2JE",Sir Osbert Lancaster,https://en.wikipedia.org/wiki/Osbert_Lancaster,01/01/2015,Sir Osbert Lancaster_2015,79, ELGIN CRESCENT,W11 2JE
"80 EATON SQUARE, BELGRAVIA SW1W 9AP",George Peabody,https://en.wikipedia.org/wiki/George_Peabody,01/01/1976,George Peabody_1976,80, EATON SQUARE,SW1W 9AP
"80 CAMPDEN HILL ROAD, HOLLAND PARK W8 7AA",Ford Madox Ford,https://en.wikipedia.org/wiki/Ford_Madox_Ford,01/01/1973,Ford Madox Ford_1973,80, CAMPDEN HILL ROAD,W8 7AA
"81 CHARLOTTE STREET, FITZROVIA W1T 4PP",Sir Robert Smirke,https://en.wikipedia.org/wiki/Robert_Smirke_(architect),01/01/1979,Sir Robert Smirke_1979,81,,W1T 4PP
"81 THE CHASE, CLAPHAM SW4 0NR",Natsume Sōseki,https://en.wikipedia.org/wiki/Natsume_S%C5%8Dseki,01/01/2002,Natsume Sōseki_2002,81,,SW4 0NR
"82 WALDEGRAVE ROAD, TEDDINGTON TW11 8NY",Edward Whymper,https://en.wikipedia.org/wiki/Edward_Whymper,01/01/2011,Edward Whymper_2011,82, WALDEGRAVE ROAD,TW11 8NY
"84 BROOK GREEN ROAD, BROOK GREEN W6 7BS",Silver StudioArthur Silver Harry Silver Rex Silver ,https://en.wikipedia.org/wiki/Silver_Studio,01/01/1981,Silver StudioArthur Silver Harry Silver Rex Silver _1981,84, BROOK GREEN ROAD,W6 7BS
"84 BURBAGE ROAD, HERNE HILL SE24 9HE",Scipio Africanus Mussabini,https://en.wikipedia.org/wiki/Sam_Mussabini,01/01/2012,Scipio Africanus Mussabini_2012,84, BURBAGE ROAD,SE24 9HE
"85 GEORGE STREET, MARYLEBONE W1U 8NH",Tom Moore,https://en.wikipedia.org/wiki/Thomas_Moore,01/01/1953,Tom Moore_1953,85,,W1U 8NH
"87 JERMYN STREET, ST JAMES'S SW1Y 6JP",Sir Isaac Newton,https://en.wikipedia.org/wiki/Isaac_Newton,01/01/1908,Sir Isaac Newton_1908,87,,SW1Y 6JP
"87 OAKLEY STREET, CHELSEA SW3 5NP","Jane Francesca, Lady Wilde ""Speranza""",https://en.wikipedia.org/wiki/Jane_Wilde,01/01/2000,"Jane Francesca, Lady Wilde ""Speranza""_2000",87,,SW3 5NP
"87 HACKFORD ROAD, SOUTH LAMBETH SW9 0RE",Vincent Van Gogh,https://en.wikipedia.org/wiki/Vincent_Van_Gogh,01/01/1973,Vincent Van Gogh_1973,87, HACKFORD ROAD,SW9 0RE
"88 MILE END ROAD, MILE END E1 4UN",Captain James Cook,https://en.wikipedia.org/wiki/James_Cook,01/01/1970,Captain James Cook_1970,88, MILE END ROAD,E1 4UN
"91 ASHFIELD STREET, WHITECHAPEL E1 2HA",Sir Jack Cohen,https://en.wikipedia.org/wiki/Jack_Cohen_(businessman),01/01/2009,Sir Jack Cohen_2009,91,ASHFIELD STREET,E1 2HA
"91 GOWER STREET, BLOOMSBURY NW1 0SY",William Daniell,https://en.wikipedia.org/wiki/William_Daniell,01/01/2000,William Daniell_2000,91,,NW1 0SY
"91 GREAT RUSSELL STREET, BLOOMSBURY WC1B 3PS",George du Maurier,https://en.wikipedia.org/wiki/George_du_Maurier,01/01/1960,George du Maurier_1960,91,,WC1B 3PS
"91 GOWER STREET, BLOOMSBURY WC1E 6AA",George Dance the Younger,https://en.wikipedia.org/wiki/George_Dance_the_Younger,01/01/1970,George Dance the Younger_1970,91,,WC1E 6AA
"93 SHIREHALL PARK, HENDON NW4 2QU,",Little Tich Harry Relph,https://en.wikipedia.org/wiki/Little_Tich,01/01/1969,Little Tich Harry Relph_1969,93,,NW4 2QU
"93 CHEYNE WALK, CHELSEA SW10 0DQ",Mrs Gaskell,https://en.wikipedia.org/wiki/Elizabeth_Gaskell,01/01/1913,Mrs Gaskell_1913,93, CHEYNE WALK,SW10 0DQ
"93 EATON SQUARE, BELGRAVIA SW1W 9AQ","Stanley Baldwin, 1st Earl Baldwin of Bewdley",https://en.wikipedia.org/wiki/Stanley_Baldwin,01/01/1969,"Stanley Baldwin, 1st Earl Baldwin of Bewdley_1969",93, EATON SQUARE,SW1W 9AQ
"95 STOKE NEWINGTON CHURCH STREET, STOKE NEWINGTON N16 0AS",Daniel Defoe,https://en.wikipedia.org/wiki/Daniel_Defoe,01/01/1932,Daniel Defoe_1932,95,,N16 0AS
"95 CAMBRIDGE STREET, PIMLICO SW1V 4PY",Jomo Kenyattac.,https://en.wikipedia.org/wiki/Jomo_Kenyatta,01/01/2005,Jomo Kenyattac._2005,95,,SW1V 4PY
"96 CHEYNE WALK, CHELSEA SW10 0DQ",James Abbott McNeill Whistler,https://en.wikipedia.org/wiki/James_Abbott_McNeill_Whistler,01/01/1925,James Abbott McNeill Whistler_1925,96, CHEYNE WALK,SW10 0DQ
"97 FROGNAL, HAMPSTEAD NW3 6XT",Kathleen Ferrier,https://en.wikipedia.org/wiki/Kathleen_Ferrier,01/01/1979,Kathleen Ferrier_1979,97,,NW3 6XT
"97 MORTIMER STREET, FITZROVIA W1W 7SU",Hector Hugh Munro alias Saki,https://en.wikipedia.org/wiki/Saki,01/01/2003,Hector Hugh Munro alias Saki_2003,97,,W1W 7SU
"98 PORTLAND PLACE, MARYLEBONE W1B 1ET",United States Embassy and Henry Brooks Adams,"https://en.wikipedia.org/wiki/Embassy_of_the_United_States,_London",01/01/1978,United States Embassy and Henry Brooks Adams_1978,98, PORTLAND PLACE,W1B 1ET
"98 CHEYNE WALK, CHELSEA SW10 0DQ",Sir Marc Isambard Brunel Isambard Kingdom Brunel,https://en.wikipedia.org/wiki/Marc_Isambard_Brunel,01/01/1954,Sir Marc Isambard Brunel Isambard Kingdom Brunel_1954,98, CHEYNE WALK,SW10 0DQ
"99 GLOUCESTER PLACE, MARYLEBONE W1U 6JQ",Elizabeth Barrett Browning,https://en.wikipedia.org/wiki/Elizabeth_Barrett_Browning,01/01/1924,Elizabeth Barrett Browning_1924,99, GLOUCESTER PLACE,W1U 6JQ
"99 NIGHTINGALE LANE, BALHAM SW12 8LZ",Charles Haddon Spurgeon,https://en.wikipedia.org/wiki/Charles_Haddon_Spurgeon,01/01/1914,Charles Haddon Spurgeon_1914,99, NIGHTINGALE LANE,SW12 8LZ
"99 PARK LANE, MAYFAIR W1K 7TH",Sir Moses Montefiore,https://en.wikipedia.org/wiki/Moses_Montefiore,01/01/1984,Sir Moses Montefiore_1984,99, PARK LANE,W1K 7TH
"100 LAMBETH ROAD, LAMBETH SE1 7PT",William Bligh,https://en.wikipedia.org/wiki/William_Bligh,01/01/1952,William Bligh_1952,100, LAMBETH ROAD,SE1 7PT
"100 CORNWALL GARDENS, KENSINGTON SW7 4BQ",Sir Terence Rattigan,https://en.wikipedia.org/wiki/Terence_Rattigan,01/01/2005,Sir Terence Rattigan_2005,100,,SW7 4BQ
"100 BAYSWATER ROAD, BAYSWATER W2 3HJ",Sir James Barrie,https://en.wikipedia.org/wiki/James_Barrie,01/01/1961,Sir James Barrie_1961,100, BAYSWATER ROAD,W2 3HJ
"101 LEXHAM GARDENS, EARLS COURT W8 6JN",Sir Learie Constantine,https://en.wikipedia.org/wiki/Learie_Constantine,01/01/2013,Sir Learie Constantine_2013,101, EARLS COURT,W8 6JN
"103 NEW BOND STREET, MAYFAIR W1S 1ST","Horatio Nelson, 1st Viscount Nelson","https://en.wikipedia.org/wiki/Horatio_Nelson,_1st_Viscount_Nelson",01/01/1958,"Horatio Nelson, 1st Viscount Nelson_1958",103,,W1S 1ST
"103 WOODSIDE, WIMBLEDON SW19 7BA",Georgette Heyer,https://en.wikipedia.org/wiki/Georgette_Heyer,01/01/2015,Georgette Heyer_2015,103,,SW19 7BA
"104 CHEYNE WALK, CHELSEA SW10 0DQ","[Hilaire Belloc, Walter Greaves]","[https://en.wikipedia.org/wiki/Hilaire_Belloc, https://en.wikipedia.org/wiki/Walter_Greaves_(artist)]",01/01/1973,Hilaire Belloc_1973,104, CHEYNE WALK,SW10 0DQ
"108 FROGNAL, HAMPSTEAD NW3 6XU",Tamara Karsavina,https://en.wikipedia.org/wiki/Tamara_Karsavina,01/01/1987,Tamara Karsavina_1987,108,,NW3 6XU
"108 CHEYNE WALK, CHELSEA SW10 0DJ",John Tweed,https://en.wikipedia.org/wiki/John_Tweed,01/01/1985,John Tweed_1985,108, CHEYNE WALK,SW10 0DJ
"109 CHEYNE WALK, CHELSEA SW10 0DJ",Philip Wilson Steer,https://en.wikipedia.org/wiki/Philip_Wilson_Steer,01/01/1967,Philip Wilson Steer_1967,109, CHEYNE WALK,SW10 0DJ
"109 EBURY STREET, BELGRAVIA SW1W 9QU",Dame Edith Evans,https://en.wikipedia.org/wiki/Edith_Evans,01/01/1997,Dame Edith Evans_1997,109,,SW1W 9QU
"109 HARLEY STREET, MARYLEBONE W1T 6AN",George Frederick Bodley,https://en.wikipedia.org/wiki/George_Frederick_Bodley,01/01/2003,George Frederick Bodley_2003,109,,W1T 6AN
"110 CLAPHAM COMMON NORTHSIDE, CLAPHAM SW4 0JL",John Burns,https://en.wikipedia.org/wiki/John_Burns,01/01/1950,John Burns_1950,110,,SW4 0JL
"110 HALLAM STREET, FITZROVIA W1W 5HD",Dante Gabriel Rossetti,https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti,01/01/1906,Dante Gabriel Rossetti_1906,110,,W1W 5HD
"110 CHISWICK LANE SOUTH, CHISWICK W4 2LR",Alexander Pope,https://en.wikipedia.org/wiki/Alexander_Pope,01/01/1996,Alexander Pope_1996,110, CHISWICK LANE,W4 2LR
"111 BROOMWOOD ROAD, BATTERSEA SW11 6JTJ",William Wilberforce,https://en.wikipedia.org/wiki/William_Wilberforce,01/01/1906,William Wilberforce_1906,111, BROOMWOOD ROAD,SW11 6JT
"113 CLAPHAM COMMON NORTHSIDE, CLAPHAM SW4 9SN",John Walter,https://en.wikipedia.org/wiki/John_Walter_(publisher),01/01/1977,John Walter_1977,113,,SW4 9SN
"114 CLIFTON HILL, ST JOHN'S WOOD NW8 0JS",W. P. Frith,https://en.wikipedia.org/wiki/William_Powell_Frith,01/01/1973,W. P. Frith_1973,114,,NW8 0JS
"114 CAMBRIDGE STREET, PIMLICO SW1V 4QF",Aubrey Beardsley,https://en.wikipedia.org/wiki/Aubrey_Beardsley,01/01/1948,Aubrey Beardsley_1948,114,,SW1V 4QF
"116 LISSON GROVE, LISSON GROVE NW1 6UL",Benjamin Haydon  and Charles Rossi ,https://en.wikipedia.org/wiki/Benjamin_Haydon,01/01/1959,Benjamin Haydon  and Charles Rossi _1959,116,,NW1 6UL
"117 LANSDOWNE ROAD, NOTTING HILL W11 2LF",Howard Staunton,https://en.wikipedia.org/wiki/Howard_Staunton,01/01/1999,Howard Staunton_1999,117, LANSDOWNE ROAD,W11 2LF
"117 GLOUCESTER PLACE, MARYLEBONE W1H 3PJ",Sir Gerald Kelly,https://en.wikipedia.org/wiki/Gerald_Kelly,01/01/1993,Sir Gerald Kelly_1993,117, GLOUCESTER PLACE,W1H 3PJ
"118 LONG ACRE, COVENT GARDEN WC2E 9PA",Dame Margot Fonteyn,https://en.wikipedia.org/wiki/Margot_Fonteyn,01/01/2016,Dame Margot Fonteyn_2016,118,,WC2E 9PA
"119 HIGH HOLBORN, HOLBORN WC1V 6RD",Thomas Earnshaw,https://en.wikipedia.org/wiki/Thomas_Earnshaw,01/01/1948,Thomas Earnshaw_1948,119,,WC1V 6RD
"120 BAKER STREET, MARYLEBONE W1U 6TU",William Pitt the Younger,https://en.wikipedia.org/wiki/William_Pitt_the_Younger,01/01/1949,William Pitt the Younger_1949,120,,W1U 6TU
"120 CHEYNE WALK, CHELSEA SW10 0ES",Sylvia Pankhurst,https://en.wikipedia.org/wiki/Sylvia_Pankhurst,01/01/1985,Sylvia Pankhurst_1985,120, CHEYNE WALK,SW10 0ES
"121 EBURY STREET, BELGRAVIA SW1W 9QU",George Moore,https://en.wikipedia.org/wiki/George_Moore_(novelist),01/01/1937,George Moore_1937,121,,SW1W 9QU
"122 REGENT'S PARK ROAD, PRIMROSE HILL NW1 8XL",Frederich Engels,https://en.wikipedia.org/wiki/Frederich_Engels,01/01/1972,Frederich Engels_1972,122,S PARK ROAD,NW1 8XL
"122 GREAT PORTLAND STREET, FITZROVIA W1W 6PW",James Boswell,https://en.wikipedia.org/wiki/James_Boswell,01/01/1936,James Boswell_1936,122,,W1W 6PW
"124 HIGHBURY NEW PARK, HIGHBURY N5 2DR",David Gestetner,https://en.wikipedia.org/wiki/David_Gestetner,01/01/2011,David Gestetner_2011,124,,N5 2DR
"127 OLD CHURCH STREET, CHELSEA SW3 6EB",Evelyn de Morgan and William de Morgan,https://en.wikipedia.org/wiki/Evelyn_de_Morgan,01/01/1937,Evelyn de Morgan and William de Morgan_1937,127,,SW3 6EB
"128 KENSINGTON CHURCH STREET, KENSINGTON W8 4BH",Muzio Clementi,https://en.wikipedia.org/wiki/Muzio_Clementi,01/01/1963,Muzio Clementi_1963,128,,W8 4BH
"129 GOWER STREET, FITZROVIA WC1E 7HU",Sir Victor Horsley,https://en.wikipedia.org/wiki/Victor_Horsley,01/01/2016,Sir Victor Horsley_2016,129,,WC1E 7HU
"130 ELGIN AVENUE, MAIDA VALE W9 2NS",Edward Ardizzone,https://en.wikipedia.org/wiki/Edward_Ardizzone,01/01/2007,Edward Ardizzone_2007,130, ELGIN AVENUE,W9 2NS
"131 WALDEGRAVE ROAD, TEDDINGTON TW11 8BB",Sir Noël Coward,https://en.wikipedia.org/wiki/No%C3%ABl_Coward,01/01/1995,Sir Noël Coward_1995,131, WALDEGRAVE ROAD,TW11 8BB
"131 ST GEORGE'S ROAD, SOUTHWARK SE1 6HY",George Myers,https://en.wikipedia.org/wiki/George_Myers_(builder),01/01/1999,George Myers_1999,131,S ROAD,SE1 6HY
"133 CHICHESTER ROAD, EDMONTON N9 9DF",Charles Coward,https://en.wikipedia.org/wiki/Charles_Coward,01/01/2003,Charles Coward_2003,133, CHICHESTER ROAD,N9 9DF
"136 ENGLEFIELD ROAD, DE BEAUVOIR TOWN N1 3LQ",George Leybourne,https://en.wikipedia.org/wiki/George_Leybourne,01/01/2013,George Leybourne_2013,136, ENGLEFIELD ROAD,N1 3LQ
"136 SEYMOUR PLACE, MARYLEBONE W1H 1NT",Emma Cons,https://en.wikipedia.org/wiki/Emma_Cons,01/01/1978,Emma Cons_1978,136, SEYMOUR PLACE,W1H 1NT
"139 HENDON WAY, CHILDS HILL NW4 2PX,",Wing Commander J.R.D. 'Bob' Braham,https://en.wikipedia.org/wiki/John_Braham_(RAF_officer),01/01/2017,Wing Commander J.R.D. 'Bob' Braham_2017,139,,NW4 2PX
"141 CLEVELAND STREET, FITZROVIA W1T 6QC",Samuel Morse,https://en.wikipedia.org/wiki/Samuel_Morse,01/01/1962,Samuel Morse_1962,141,,W1T 6QC
"144 ST JAMES'S ROAD, CROYDON CR0 2UY",C. B. Fry,https://en.wikipedia.org/wiki/C._B._Fry,01/01/2005,C. B. Fry_2005,144,ST JAMES'S ROAD,CR0 2UY
"145 NORTH END ROAD, GOLDERS GREEN NW11 7HT,",Evelyn Waugh,https://en.wikipedia.org/wiki/Evelyn_Waugh,01/01/1993,Evelyn Waugh_1993,145, NORTH END ROAD,NW11 7HT
"145 CHARLTON ROAD, CHARLTON SE7 7EZ",William Henry Barlow,https://en.wikipedia.org/wiki/William_Henry_Barlow,01/01/1991,William Henry Barlow_1991,145, CHARLTON ROAD,SE7 7EZ
"147 NEW BOND STREET, MAYFAIR W1S 2TS","Horatio Nelson, 1st Viscount Nelson","https://en.wikipedia.org/wiki/Horatio_Nelson,_1st_Viscount_Nelson",01/01/1876,"Horatio Nelson, 1st Viscount Nelson_1876",147,,W1S 2TS
"152 KING'S ROAD, CHELSEA SW3 3NR",Princess Serafina Astafieva,https://en.wikipedia.org/wiki/Serafina_Astafieva,01/01/1968,Princess Serafina Astafieva_1968,152,S ROAD,SW3 3NR
"153 CROMWELL ROAD, SOUTH KENSINGTON SW5 0TQ",Sir Alfred Hitchcock,https://en.wikipedia.org/wiki/Alfred_Hitchcock,01/01/1999,Sir Alfred Hitchcock_1999,153, CROMWELL ROAD,SW5 0TQ
"155 OLD CHURCH STREET, CHELSEA SW3 6EB",John F. Sartoriusc.1775-c.1830,https://en.wikipedia.org/wiki/John_Francis_Sartorius,01/01/1963,John F. Sartoriusc.1775-c.1830_1963,155,,SW3 6EB
"160 LAMBETH ROAD, LAMBETH SE1 7DF",Sir Phillip Ben Greet,https://en.wikipedia.org/wiki/Ben_Greet,01/01/1961,Sir Phillip Ben Greet_1961,160, LAMBETH ROAD,SE1 7DF
"161 HOLLAND PARK AVENUE, HOLLAND PARK W11 4UX",Eugen Sandow,https://en.wikipedia.org/wiki/Eugen_Sandow,01/01/2009,Eugen Sandow_2009,161, HOLLAND PARK AVENUE,W11 4UX
"163 WARDOUR STREET, SOHO W1F 8WL",Thomas Sheraton,https://en.wikipedia.org/wiki/Thomas_Sheraton,01/01/1954,Thomas Sheraton_1954,163,,W1F 8WL
"164 QUEENS ROAD, PECKHAM SE15 2HP",Dr. Harold Moody,https://en.wikipedia.org/wiki/Harold_Moody_(physician),01/01/1995,Dr. Harold Moody_1995,164, QUEENS ROAD,SE15 2HP
"165 RAILTON ROAD, BRIXTON SE24 0JX",C. L. R. James,https://en.wikipedia.org/wiki/C._L._R._James,01/01/2004,C. L. R. James_2004,165, RAILTON ROAD,SE24 0JX
"168 BROMPTON ROAD, KNIGHTSBRIDGE SW3 1HW","Sir Benjamin Thompson, Count Rumford",https://en.wikipedia.org/wiki/Benjamin_Thompson,01/01/1999,"Sir Benjamin Thompson, Count Rumford_1999",168, BROMPTON ROAD,SW3 1HW
"172 TRINITY ROAD, TOOTING SW17 7HT",Thomas Hardy,https://en.wikipedia.org/wiki/Thomas_Hardy,01/01/1962,Thomas Hardy_1962,172, TRINITY ROAD,SW17 7HT
"173 CROMWELL ROAD, SOUTH KENSINGTON SW5 0SE",Benjamin Britten O. M.,https://en.wikipedia.org/wiki/Benjamin_Britten,01/01/2001,Benjamin Britten O. M._2001,173, CROMWELL ROAD,SW5 0SE
"180 EBURY STREET, BELGRAVIA SW1W 8UP",Wolfgang Amadeus Mozart,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,01/01/1939,Wolfgang Amadeus Mozart_1939,180,,SW1W 8UP
"182 EBURY STREET, BELGRAVIA SW1W 8UP",Harold Nicholson and Vita Sackville-West and ,https://en.wikipedia.org/wiki/Harold_Nicholson,01/01/1993,Harold Nicholson and Vita Sackville-West and _1993,182,,SW1W 8UP
"182 SUTHERLAND AVENUE, MAIDA VALE W9 1HR",Andreas Kalvos,https://en.wikipedia.org/wiki/Andreas_Kalvos,01/01/1998,Andreas Kalvos_1998,182, SUTHERLAND AVENUE,W9 1HR
"183 GOWER STREET, BLOOMSBURY NW1 2NJ",Giuseppe Mazzini,https://en.wikipedia.org/wiki/Giuseppe_Mazzini,01/01/1950,Giuseppe Mazzini_1950,183,,NW1 2NJ
"188 CAMBERWELL GROVE, DENMARK HILL SE5 8RJ",Joseph Chamberlain,https://en.wikipedia.org/wiki/Joseph_Chamberlain,01/01/1920,Joseph Chamberlain_1920,188,,SE5 8RJ
"197 ALBANY STREET, REGENT'S PARK NW1 4AB",Constant Lambert,https://en.wikipedia.org/wiki/Constant_Lambert,01/01/1997,Constant Lambert_1997,197,,NW1 4AB
"198 WINDSOR ROAD, ILFORD IG1 1HE",Albert Mansbridge,https://en.wikipedia.org/wiki/Albert_Mansbridge,01/01/1967,Albert Mansbridge_1967,198, WINDSOR ROAD,IG1 1HE
"207 HOOK ROAD, CHESSINGTON KT9 1EA",Enid Blyton,https://en.wikipedia.org/wiki/Enid_Blyton,01/01/2007,Enid Blyton_2007,207, HOOK ROAD,KT9 1EA
"223 PITSHANGER LANE, BRENTHAM GARDEN ESTATE, EALING W5 1RG",Fred Perry,https://en.wikipedia.org/wiki/Fred_Perry,01/01/2012,Fred Perry_2012,223, PITSHANGER LANE,W5 1RG
"233 NEW CROSS ROAD, NEW CROSS GATE SE14 5UH",John Tallis,https://en.wikipedia.org/wiki/John_Tallis,01/01/1978,John Tallis_1978,233, NEW CROSS GATE,SE14 5UH
"239 LADBROKE GROVE, LADBROKE GROVE W10 6HG","Hablot Knight Browne alias ""Phiz""",https://en.wikipedia.org/wiki/Hablot_Knight_Browne,01/01/2001,"Hablot Knight Browne alias ""Phiz""_2001",239,,W10 6HG
"257 CAMDEN HIGH STREET, CAMDEN TOWN NW1 7BU",Tom Sayers,https://en.wikipedia.org/wiki/Tom_Sayers,01/01/2002,Tom Sayers_2002,257,,NW1 7BU
"287 SHEEN LANE, EAST SHEEN SW14 8RN,",Sir Robert Watson-Watt,https://en.wikipedia.org/wiki/Robert_Watson-Watt,01/01/2017,Sir Robert Watson-Watt_2017,287, SHEEN LANE,SW14 8RN
"288 OLD FORD ROAD, OLD FORD E3 5SP",Israel Zangwill,https://en.wikipedia.org/wiki/Israel_Zangwill,01/01/1965,Israel Zangwill_1965,288, OLD FORD ROAD,E3 5SP
"293 HAMPSTEAD ROAD, CAMDEN TOWN, NW1 3EA",George Cruikshank,https://en.wikipedia.org/wiki/George_Cruikshank,01/01/1885,George Cruikshank_1885,293, HAMPSTEAD ROAD,NW1 3EA
"115A HARLEY STREET, MARYLEBONE W1G 6AP",Sir Arthur Pinero,https://en.wikipedia.org/wiki/Arthur_Pinero,01/01/1970,Sir Arthur Pinero_1970,115A,,W1G 6AP
"11A PARKHILL ROAD, HAMPSTEAD NW3 2YH",Henry Moore,https://en.wikipedia.org/wiki/Henry_Moore,01/01/2004,Henry Moore_2004,11A,A PARKHILL ROAD,NW3 2YH
"11A PALACE MANSIONS, HAMMERSMITH ROAD, WEST KENSINGTON W14 8QN",Sir Joseph Lyons,https://en.wikipedia.org/wiki/Joseph_Lyons_(caterer),01/01/2016,Sir Joseph Lyons_2016,11A, HAMMERSMITH ROAD,W14 8QN
"153A EAST STREET, WALWORTH SE17 2SD",Dr. Charles Vickery Drysdale,https://en.wikipedia.org/wiki/Charles_Vickery_Drysdale,01/01/1988,Dr. Charles Vickery Drysdale_1988,153A,,SE17 2SD
"15A GRAFTON STREET, MAYFAIR W1S 4ET",Sir Henry Irving,https://en.wikipedia.org/wiki/Henry_Irving,01/01/1950,Sir Henry Irving_1950,15A,,W1S 4ET
"1A CATO STREET, MARYLEBONE W1H 5HG",Cato Street conspiracy,https://en.wikipedia.org/wiki/Cato_Street_conspiracy,01/01/1977,Cato Street conspiracy_1977,1A,,W1H 5HG
"1C KING STREET, ST JAMES'S SW1Y 6QG",Napoleon III,https://en.wikipedia.org/wiki/Napoleon_III,01/01/1867,Napoleon III_1867,1C,,SW1Y 6QG
"20A DANVERS STREET, CHELSEA SW3 5AT",Sir Alexander Fleming,https://en.wikipedia.org/wiki/Alexander_Fleming,01/01/1981,Sir Alexander Fleming_1981,20A,,SW3 5AT
"21A HIGH STREET, WIMBLEDON SW19 5DX",Sister Nivedita Margaret Noble,https://en.wikipedia.org/wiki/Sister_Nivedita,01/01/2017,Sister Nivedita Margaret Noble_2017,21A,,SW19 5DX
"23 - 24 GREAT JAMES STREET, HOLBORN WC1N 3ES",Dorothy L. Sayers,https://en.wikipedia.org/wiki/Dorothy_L._Sayers,01/01/2000,Dorothy L. Sayers_2000,23 - 24,,WC1N 3ES
"2A MELBURY ROAD, HOLLAND PARK W14 8LP",Sir Hamo Thornycroft,https://en.wikipedia.org/wiki/Hamo_Thornycroft,01/01/1957,Sir Hamo Thornycroft_1957,2A,A MELBURY ROAD,W14 8LP
"2B PILGRIM'S LANE, HAMPSTEAD NW3 1SL",Ben Nicholson O. M.,https://en.wikipedia.org/wiki/Ben_Nicholson,01/01/2002,Ben Nicholson O. M._2002,2B,S LANE,NW3 1SL
"57D HATTON GARDEN, HOLBORN EC1N 8HP",Sir Hiram Maxim,https://en.wikipedia.org/wiki/Hiram_Maxim,01/01/1966,Sir Hiram Maxim_1966,57D,HATTON GARDEN,EC1N 8HP
"72A UPPER STREET, ISLINGTON N1 0NY",Dame Gracie Fields,https://en.wikipedia.org/wiki/Gracie_Fields,01/01/2011,Dame Gracie Fields_2011,72A,,N1 0NY
"BATTERSEA VICARAGE, 42 VICARAGE CRESCENT, BATTERSEA SW11 3LD",Edward Adrian Wilson,https://en.wikipedia.org/wiki/Edward_Adrian_Wilson,01/01/1935,Edward Adrian Wilson_1935,"BATTERSEA VICARAGE, 42", VICARAGE CRESCENT,SW11 3LD
"BURRELLS WHARF, 262 WESTFERRY ROAD, ISLE OF DOGS, LONDON E14 3TP",SS Great Eastern,https://en.wikipedia.org/wiki/SS_Great_Eastern,01/01/1954,SS Great Eastern_1954,"BURRELLS WHARF, 262", WESTFERRY ROAD,E14 3TP
"CAMBRIDGE HOUSE, 94 PICCADILLY, MAYFAIR, W1J 7BP",Lord Palmerston,"https://en.wikipedia.org/wiki/Henry_John_Temple,_3rd_Viscount_Palmerston",01/01/1961,Lord Palmerston_1961,"CAMBRIDGE HOUSE, 94",,W1J 7BP
"CANNON HALL, 14 CANNON PLACE, HAMPSTEAD NW3 1EH",Sir Gerald du Maurier,https://en.wikipedia.org/wiki/Gerald_du_Maurier,01/01/1967,Sir Gerald du Maurier_1967,"CANNON HALL, 14", CANNON PLACE,NW3 1EH
"CHARING CROSS MANSIONS, 26 CHARING CROSS ROAD, CHARING CROSS WC2H 0DG",Al Bowlly,https://en.wikipedia.org/wiki/Al_Bowlly,01/01/2013,Al Bowlly_2013,"CHARING CROSS MANSIONS, 26", CHARING CROSS ROAD,WC2H 0DG
"CLARENCE HOUSE, 2 THE VINEYARD, RICHMOND TW10 6AQ",Bernardo O'Higgins,https://en.wikipedia.org/wiki/Bernardo_O%27Higgins,01/01/1994,Bernardo O'Higgins_1994,"CLARENCE HOUSE, 2",,TW10 6AQ
"COOMBE CLIFF, COOMBE ROAD, CROYDON CR0 5SP",John Horniman and Frederick John Horniman,https://en.wikipedia.org/w/index.php?title=John_Horniman&action=edit&redlink=1,01/01/1988,John Horniman and Frederick John Horniman_1988,COOMBE CLIFF, COOMBE ROAD,CR0 5SP
"DR JOHNSON'S HOUSE, GOUGH SQUARE, HOLBORN EC4A 3DE",Samuel Johnson,https://en.wikipedia.org/wiki/Samuel_Johnson,01/01/1876,Samuel Johnson_1876,DR JOHNSON'S HOUSE, GOUGH SQUARE,EC4A 3DE
"EAST HEATH LODGE, 1 EAST HEATH ROAD, HAMPSTEAD NW3 1BN",Arthur Bliss,https://en.wikipedia.org/wiki/Arthur_Bliss,01/01/1993,Arthur Bliss_1993,"EAST HEATH LODGE, 1", EAST HEATH ROAD,NW3 1BN
"EASTSIDE HOUSE, 22 KEW GREEN, KEW TW9 3BH",Arthur Hughes,https://en.wikipedia.org/wiki/Arthur_Hughes_(artist),01/01/1993,Arthur Hughes_1993,"EASTSIDE HOUSE, 22",,TW9 3BH
